200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 
50 124.898 154.444 168.286 175.819 180.422 183.485 185.651 187.253 188.477 189.437 190.204 190.827 191.339 191.765 192.121 192.421 192.675 192.891 193.075 193.232 193.366 193.481 193.579 193.664 193.736 193.797 193.849 193.893 193.931 193.962 193.989 194.011 194.029 194.044 194.056 194.066 194.073 194.078 194.082 194.084 194.085 194.085 194.083 194.081 194.077 194.073 194.068 194.061 194.054 194.046 194.036 194.026 194.014 194.001 193.987 193.97 193.953 193.933 193.911 193.887 193.86 193.831 193.798 193.761 193.721 193.676 193.626 193.57 193.508 193.438 193.36 193.273 193.176 193.066 192.944 192.806 192.65 192.474 192.275 192.049 191.791 191.497 191.159 190.77 190.319 189.792 189.172 188.435 187.551 186.473 185.139 183.452 181.261 178.317 174.178 167.983 157.884 139.372 99.9206 0 
50 95.1484 124.593 142.882 154.566 162.385 167.867 171.867 174.883 177.218 179.065 180.552 181.765 182.766 183.599 184.298 184.888 185.388 185.813 186.176 186.486 186.751 186.979 187.173 187.339 187.482 187.603 187.706 187.794 187.868 187.93 187.982 188.026 188.062 188.091 188.115 188.133 188.148 188.158 188.166 188.17 188.172 188.171 188.168 188.163 188.156 188.147 188.136 188.124 188.109 188.092 188.074 188.053 188.029 188.003 187.975 187.943 187.907 187.868 187.825 187.777 187.724 187.665 187.599 187.527 187.446 187.357 187.257 187.146 187.022 186.884 186.73 186.557 186.363 186.146 185.903 185.629 185.32 184.971 184.576 184.129 183.619 183.037 182.37 181.602 180.713 179.677 178.46 177.019 175.294 173.203 170.631 167.407 163.275 157.83 150.41 139.871 124.181 99.6824 60.3106 0 
50 81.1028 105.896 124.083 137.177 146.687 153.731 159.066 163.193 166.447 169.055 171.174 172.915 174.359 175.567 176.584 177.445 178.175 178.798 179.33 179.785 180.175 180.509 180.795 181.04 181.249 181.427 181.579 181.707 181.816 181.908 181.985 182.048 182.101 182.144 182.178 182.206 182.226 182.242 182.252 182.258 182.26 182.259 182.254 182.247 182.236 182.223 182.207 182.188 182.166 182.141 182.113 182.082 182.047 182.009 181.966 181.918 181.866 181.807 181.743 181.672 181.593 181.505 181.408 181.3 181.181 181.048 180.9 180.735 180.551 180.346 180.117 179.861 179.575 179.253 178.892 178.487 178.03 177.514 176.931 176.27 175.519 174.663 173.683 172.556 171.254 169.742 167.973 165.886 163.403 160.415 156.774 152.27 146.601 139.32 129.76 116.911 99.2853 74.8664 41.6396 0 
50 73.3668 93.8049 110.379 123.37 133.454 141.304 147.473 152.377 156.323 159.534 162.173 164.361 166.19 167.727 169.027 170.131 171.071 171.874 172.561 173.15 173.655 174.087 174.458 174.775 175.046 175.278 175.474 175.641 175.782 175.901 176 176.082 176.15 176.205 176.249 176.284 176.311 176.33 176.343 176.35 176.353 176.35 176.344 176.334 176.319 176.302 176.28 176.255 176.226 176.193 176.157 176.115 176.069 176.018 175.962 175.899 175.83 175.753 175.668 175.574 175.47 175.355 175.227 175.086 174.928 174.754 174.559 174.343 174.102 173.833 173.532 173.196 172.821 172.399 171.927 171.396 170.798 170.124 169.364 168.502 167.525 166.412 165.141 163.684 162.007 160.064 157.802 155.15 152.017 148.28 143.78 138.298 131.538 123.089 112.398 98.7294 81.1826 58.8581 31.3815 0 
50 68.5594 85.5778 100.258 112.472 122.454 130.559 137.145 142.52 146.934 150.584 153.622 156.167 158.311 160.125 161.666 162.98 164.104 165.066 165.891 166.599 167.206 167.727 168.174 168.557 168.884 169.163 169.4 169.601 169.77 169.913 170.031 170.13 170.211 170.277 170.33 170.371 170.402 170.424 170.439 170.447 170.45 170.446 170.437 170.424 170.406 170.384 170.357 170.326 170.29 170.25 170.204 170.153 170.096 170.033 169.963 169.886 169.801 169.706 169.602 169.487 169.359 169.217 169.061 168.887 168.694 168.479 168.241 167.976 167.68 167.351 166.983 166.572 166.112 165.597 165.019 164.371 163.643 162.822 161.896 160.85 159.665 158.319 156.786 155.034 153.023 150.706 148.022 144.896 141.233 136.909 131.768 125.606 118.162 109.102 98.0146 84.4251 67.8577 48.002 25.0284 0 
50 65.2929 79.6889 92.6027 103.807 113.33 121.333 128.027 133.623 138.309 142.246 145.565 148.375 150.761 152.795 154.533 156.021 157.298 158.395 159.337 160.148 160.844 161.442 161.955 162.394 162.77 163.09 163.361 163.592 163.785 163.948 164.084 164.196 164.288 164.362 164.421 164.467 164.502 164.527 164.543 164.551 164.552 164.547 164.536 164.519 164.498 164.471 164.439 164.401 164.359 164.311 164.257 164.196 164.129 164.055 163.973 163.882 163.781 163.67 163.547 163.411 163.261 163.095 162.911 162.707 162.48 162.229 161.95 161.639 161.293 160.907 160.476 159.995 159.458 158.857 158.183 157.427 156.579 155.625 154.55 153.337 151.967 150.414 148.65 146.642 144.346 141.714 138.684 135.18 131.109 126.356 120.777 114.197 106.402 97.1407 86.1332 73.0987 57.8212 40.2638 20.7299 0 
50 62.9233 75.2821 86.6569 96.8237 105.726 113.416 120.009 125.636 130.434 134.525 138.018 141.005 143.564 145.761 147.648 149.273 150.672 151.877 152.916 153.811 154.58 155.242 155.81 156.296 156.711 157.065 157.365 157.619 157.832 158.011 158.159 158.282 158.382 158.462 158.526 158.575 158.612 158.638 158.654 158.661 158.661 158.653 158.64 158.62 158.594 158.562 158.525 158.482 158.433 158.378 158.316 158.247 158.17 158.085 157.991 157.887 157.772 157.645 157.505 157.351 157.18 156.991 156.781 156.549 156.292 156.007 155.69 155.337 154.945 154.507 154.02 153.476 152.868 152.189 151.428 150.576 149.621 148.548 147.341 145.983 144.451 142.719 140.76 138.536 136.006 133.121 129.819 126.031 121.668 116.627 110.787 104.002 96.1077 86.9264 76.2789 64.0154 50.0644 34.5022 17.6276 0 
50 61.1183 71.8591 81.919 91.1052 99.3323 106.598 112.954 118.479 123.265 127.403 130.977 134.064 136.73 139.035 141.028 142.75 144.24 145.527 146.639 147.598 148.425 149.135 149.746 150.268 150.714 151.093 151.415 151.686 151.914 152.104 152.261 152.39 152.495 152.58 152.646 152.696 152.733 152.758 152.773 152.779 152.776 152.766 152.749 152.726 152.696 152.66 152.618 152.569 152.514 152.452 152.382 152.305 152.219 152.124 152.019 151.903 151.775 151.634 151.478 151.306 151.116 150.906 150.674 150.417 150.132 149.816 149.465 149.075 148.641 148.158 147.62 147.02 146.35 145.602 144.765 143.829 142.78 141.604 140.285 138.802 137.133 135.254 133.133 130.736 128.022 124.943 121.443 117.455 112.904 107.7 101.741 94.9152 87.1012 78.1784 68.0405 56.6196 43.919 30.0528 15.2782 0 
50 59.6909 69.1171 78.0549 86.3456 93.9004 100.69 106.73 112.062 116.745 120.844 124.423 127.542 130.259 132.622 134.676 136.461 138.01 139.352 140.514 141.519 142.385 143.13 143.769 144.317 144.783 145.179 145.515 145.797 146.033 146.229 146.391 146.523 146.63 146.715 146.781 146.83 146.866 146.889 146.902 146.905 146.9 146.886 146.866 146.838 146.804 146.764 146.717 146.662 146.601 146.533 146.456 146.371 146.277 146.173 146.058 145.931 145.791 145.637 145.467 145.28 145.073 144.844 144.592 144.312 144.003 143.66 143.28 142.857 142.387 141.865 141.283 140.634 139.911 139.104 138.202 137.194 136.067 134.805 133.391 131.806 130.027 128.029 125.782 123.253 120.403 117.186 113.553 109.444 104.793 99.5263 93.5627 86.817 79.2037 70.6454 61.0851 50.5033 38.9393 26.5118 13.4325 0 
